Time (s/500) - 0,0005	Newton - 0,0005	Time (s/500) - 0,005	Newton - 0,005	Time (s/500) - 0,05	Newton - 0,05	Time (s/500) - 0,5	Newton - 0,5	Time (s/500) - Plot 4	Newton - Plot 4	Time (s/500) - Plot 5	Newton - Plot 5	Time (s/500) - Plot 6	Newton - Plot 6	Time (s/500) - Plot 7	Newton - Plot 7	Time (s/500) - Plot 8	Newton - Plot 8	Time (s/500) - Plot 9	Newton - Plot 9	Time (s/500) - Plot 10	Newton - Plot 10	Time (s/500) - Plot 11	Newton - Plot 11	Time (s/500) - Plot 12	Newton - Plot 12	Time (s/500) - Plot 13	Newton - Plot 13	
12	0,0210595	12	0,826178	12	1,88159	12	0,924949	12	3,34721	12	3,54438	12	2,24013	12	3,52636	12	0,940433	12	1,70631	12	1,62881	12	3,89689	12	3,64363	12	2,83134	
13	0,0246981	13	0,796582	13	1,79509	13	0,885286	13	3,22095	13	3,42489	13	2,13842	13	3,41062	13	0,909268	13	1,66392	13	1,58465	13	3,76972	13	3,51377	13	2,72218	
14	0,0272553	14	0,764294	14	1,71224	14	0,840505	14	3,09716	14	3,29992	14	2,043	14	3,2934	14	0,874355	14	1,62064	14	1,5378	14	3,64293	14	3,37943	14	2,60903	
15	0,0297105	15	0,729102	15	1,62751	15	0,802289	15	2,97072	15	3,1773	15	1,94509	15	3,17769	15	0,842686	15	1,57615	15	1,49457	15	3,51844	15	3,24519	15	2,50209	
16	0,0331681	16	0,699014	16	1,54622	16	0,762426	16	2,84989	16	3,05454	16	1,849	16	3,06083	16	0,807116	16	1,52779	16	1,44733	16	3,39234	16	3,10954	16	2,3945	
17	0,0362138	17	0,671942	17	1,46533	17	0,732701	17	2,72624	17	2,92804	17	1,74805	17	2,94622	17	0,772019	17	1,48333	17	1,40016	17	3,26245	17	2,97701	17	2,28758	
18	0,0380198	18	0,642301	18	1,39037	18	0,699837	18	2,60514	18	2,79979	18	1,65386	18	2,82503	18	0,736707	18	1,44129	18	1,35317	18	3,12874	18	2,84164	18	2,18173	
19	0,0386964	19	0,618176	19	1,31556	19	0,660596	19	2,48114	19	2,67595	19	1,55908	19	2,70119	19	0,699442	19	1,39596	19	1,30561	19	2,99677	19	2,70981	19	2,07168	
20	0,0376478	20	0,588817	20	1,24188	20	0,630786	20	2,36115	20	2,54865	20	1,46668	20	2,57774	20	0,658386	20	1,35018	20	1,25755	20	2,86013	20	2,5781	20	1,96186	
21	0,0361864	21	0,559459	21	1,16877	21	0,594486	21	2,24411	21	2,41877	21	1,37469	21	2,45489	21	0,619288	21	1,29482	21	1,21137	21	2,7219	21	2,44988	21	1,85994	
22	0,0377425	22	0,526455	22	1,0969	22	0,557269	22	2,12557	22	2,29174	22	1,28123	22	2,33132	22	0,584167	22	1,24165	22	1,16247	22	2,5894	22	2,31958	22	1,75378	
23	0,0385757	23	0,493018	23	1,03187	23	0,528103	23	2,01125	23	2,15814	23	1,19376	23	2,20552	23	0,545869	23	1,19078	23	1,10857	23	2,45471	23	2,189	23	1,65284	
24	0,0455733	24	0,465794	24	0,965574	24	0,497535	24	1,89361	24	2,02608	24	1,10743	24	2,08358	24	0,510915	24	1,1329	24	1,05608	24	2,31797	24	2,05857	24	1,55155	
25	0,0492732	25	0,434676	25	0,901046	25	0,463482	25	1,77368	25	1,89268	25	1,02145	25	1,96322	25	0,479066	25	1,07039	25	1,00145	25	2,18266	25	1,92932	25	1,44996	
26	0,0515836	26	0,402915	26	0,837239	26	0,429811	26	1,65895	26	1,76746	26	0,93568	26	1,83897	26	0,43684	26	1,01107	26	0,946932	26	2,04438	26	1,80266	26	1,34126	
27	0,0561131	27	0,377052	27	0,773692	27	0,393069	27	1,54016	27	1,64021	27	0,852954	27	1,71727	27	0,392222	27	0,950586	27	0,889224	27	1,90105	27	1,6736	27	1,24572	
28	0,0545488	28	0,350712	28	0,713738	28	0,356843	28	1,42578	28	1,50636	28	0,770733	28	1,59963	28	0,351598	28	0,894255	28	0,829756	28	1,75887	28	1,55102	28	1,14094	
29	0,0565676	29	0,325433	29	0,65251	29	0,322078	29	1,31181	29	1,37276	29	0,693433	29	1,47454	29	0,315405	29	0,834304	29	0,770939	29	1,61506	29	1,42902	29	1,04086	
30	0,0580882	30	0,295384	30	0,592604	30	0,283203	30	1,19388	30	1,2425	30	0,612458	30	1,35183	30	0,282624	30	0,768821	30	0,709481	30	1,47065	30	1,30044	30	0,94054	
31	0,0627112	31	0,268424	31	0,538846	31	0,246697	31	1,0804	31	1,11198	31	0,531879	31	1,22667	31	0,247276	31	0,705981	31	0,648574	31	1,33215	31	1,17538	31	0,846041	
32	0,0655055	32	0,240858	32	0,482523	32	0,211978	32	0,96429	32	0,983814	32	0,453328	32	1,10522	32	0,209925	32	0,640062	32	0,585809	32	1,18556	32	1,0533	32	0,75428	
33	0,0705782	33	0,213242	33	0,428184	33	0,177848	33	0,853009	33	0,851209	33	0,37334	33	0,983218	33	0,169428	33	0,571392	33	0,522619	33	1,04607	33	0,931631	33	0,664399	
34	0,07636	34	0,18165	34	0,377878	34	0,137025	34	0,740345	34	0,716366	34	0,29735	34	0,856424	34	0,137147	34	0,502227	34	0,456525	34	0,902177	34	0,808161	34	0,571801	
35	0,0802165	35	0,150951	35	0,326223	35	0,0998206	35	0,633339	35	0,585869	35	0,22771	35	0,734829	35	0,103586	35	0,439994	35	0,390595	35	0,760216	35	0,687293	35	0,484393	
36	0,0858932	36	0,121417	36	0,273284	36	0,0603617	36	0,524414	36	0,455924	36	0,154114	36	0,606088	36	0,0716913	36	0,371446	36	0,320632	36	0,620124	36	0,568353	36	0,401305	
37	0,0855747	37	0,0860948	37	0,226907	37	0,0204699	37	0,412463	37	0,328692	37	0,0774989	37	0,479546	37	0,0359133	37	0,300439	37	0,254647	37	0,479859	37	0,447734	37	0,317675	
38	0,088001	38	0,0540243	38	0,178071	38	-0,0162977	38	0,304747	38	0,194837	38	0,00613528	38	0,355021	38	0,000351377	38	0,23196	38	0,187655	38	0,342825	38	0,327782	38	0,231897	
39	0,0913052	39	0,0227476	39	0,136252	39	-0,0547605	39	0,197595	39	0,0593689	39	-0,0659303	39	0,230846	39	-0,0346201	39	0,158258	39	0,112569	39	0,207645	39	0,20938	39	0,149963	
40	0,0952631	40	-0,00497188	40	0,0866296	40	-0,095795	40	0,0969074	40	-0,0753933	40	-0,133897	40	0,0981125	40	-0,0744856	40	0,0836993	40	0,0394367	40	0,0659834	40	0,0920128	40	0,0646241	
41	0,0991363	41	-0,00328586	41	0,0851486	41	-0,0958565	41	0,0988711	41	-0,0731474	41	-0,136867	41	0,10001	41	-0,0720873	41	0,0883366	41	0,0348376	41	0,066713	41	0,0891863	41	0,0686207	
42	0,10257	42	-0,00132072	42	0,0824145	42	-0,0952484	42	0,0974696	42	-0,0733621	42	-0,137131	42	0,102876	42	-0,0715563	42	0,0856633	42	0,036029	42	0,0685353	42	0,0904136	42	0,0710942	
43	0,106892	43	0,0032642	43	0,0818903	43	-0,0964078	43	0,0979296	43	-0,0725973	43	-0,133788	43	0,104279	43	-0,0654667	43	0,0853584	43	0,0320429	43	0,0685444	43	0,0917396	43	0,069837	
44	0,110125	44	0,00667931	44	0,0776283	44	-0,0958479	44	0,0998222	44	-0,0769059	44	-0,129171	44	0,098962	44	-0,0618844	44	0,0877033	44	0,0304414	44	0,0731087	44	0,0950176	44	0,0748385	
45	0,113307	45	0,00875586	45	0,0767113	45	-0,0953896	45	0,105209	45	-0,0745403	45	-0,128572	45	0,0966612	45	-0,0629754	45	0,089083	45	0,0298696	45	0,0790221	45	0,0915976	45	0,0753403	
46	0,119557	46	0,0137197	46	0,0714896	46	-0,0970387	46	0,110016	46	-0,0713616	46	-0,127674	46	0,0950213	46	-0,0610836	46	0,0899708	46	0,031434	46	0,0766372	46	0,0903708	46	0,0763676	
47	0,127344	47	0,0184186	47	0,0694787	47	-0,100649	47	0,112181	47	-0,0695937	47	-0,126187	47	0,0933212	47	-0,0610478	47	0,0875726	47	0,0395006	47	0,0794154	47	0,0866805	47	0,0757673	
48	0,131431	48	0,020418	48	0,0658149	48	-0,0978828	48	0,114228	48	-0,0676294	48	-0,127249	48	0,0904205	48	-0,0552998	48	0,0869194	48	0,0430168	48	0,0794404	48	0,0821144	48	0,0761775	
49	0,133698	49	0,0234932	49	0,0626193	49	-0,0891736	49	0,118314	49	-0,0660273	49	-0,130742	49	0,094296	49	-0,0559116	49	0,0854077	49	0,0439669	49	0,0824274	49	0,0823781	49	0,0725324	
50	0,135839	50	0,0223488	50	0,0572405	50	-0,0870975	50	0,117591	50	-0,0652634	50	-0,129976	50	0,0919789	50	-0,0601337	50	0,0868716	50	0,0402241	50	0,084974	50	0,0842099	50	0,0734996	
51	0,137147	51	0,022312	51	0,0567981	51	-0,0857273	51	0,11738	51	-0,0675526	51	-0,128724	51	0,0936018	51	-0,0559993	51	0,0831989	51	0,0413353	51	0,085352	51	0,0887188	51	0,0762528	
52	0,139174	52	0,0217169	52	0,0570815	52	-0,0822982	52	0,121971	52	-0,0665196	52	-0,128124	52	0,0945273	52	-0,05843	52	0,0831732	52	0,0391162	52	0,0824942	52	0,0841631	52	0,0729279	
53	0,139204	53	0,0214634	53	0,05666	53	-0,0792975	53	0,122057	53	-0,0651201	53	-0,126543	53	0,0888088	53	-0,0574402	53	0,0874612	53	0,0402323	53	0,0859706	53	0,0871279	53	0,0702929	
54	0,142622	54	0,0239937	54	0,0567998	54	-0,0772125	54	0,123292	54	-0,0654312	54	-0,1229	54	0,083613	54	-0,058122	54	0,0891472	54	0,0426336	54	0,0882288	54	0,0819837	54	0,0645498	
55	0,148932	55	0,0270592	55	0,0573075	55	-0,0728341	55	0,126094	55	-0,0630511	55	-0,125478	55	0,0814586	55	-0,0560152	55	0,0949234	55	0,0433778	55	0,0910737	55	0,086587	55	0,0622595	
56	0,150311	56	0,0310552	56	0,0577631	56	-0,0710392	56	0,129969	56	-0,0645658	56	-0,122359	56	0,0811976	56	-0,0566298	56	0,0958718	56	0,0432425	56	0,0903512	56	0,0893045	56	0,0565954	
57	0,151216	57	0,0334636	57	0,0588278	57	-0,0707083	57	0,128144	57	-0,064632	57	-0,115594	57	0,07898	57	-0,0561138	57	0,095998	57	0,0449963	57	0,0911585	57	0,094494	57	0,0510226	
58	0,151233	58	0,0335193	58	0,0642365	58	-0,0725885	58	0,126452	58	-0,0615418	58	-0,11062	58	0,0797103	58	-0,0564965	58	0,094769	58	0,0464478	58	0,0923426	58	0,0940328	58	0,0464602	
59	0,15381	59	0,0337228	59	0,0660315	59	-0,0724346	59	0,129167	59	-0,0589187	59	-0,109413	59	0,0858711	59	-0,0549487	59	0,0981658	59	0,0496231	59	0,0940742	59	0,0936671	59	0,0431763	
60	0,159271	60	0,0308278	60	0,0677717	60	-0,0656931	60	0,128713	60	-0,0616472	60	-0,103889	60	0,0911962	60	-0,0541758	60	0,099619	60	0,0528115	60	0,0962661	60	0,0920854	60	0,0387315	
61	0,16114	61	0,0285978	61	0,0666243	61	-0,0664677	61	0,125907	61	-0,0593561	61	-0,103094	61	0,0943301	61	-0,0516092	61	0,104326	61	0,0501651	61	0,100996	61	0,0917592	61	0,0359667	
62	0,167868	62	0,0286943	62	0,0649923	62	-0,06335	62	0,125514	62	-0,0603618	62	-0,10338	62	0,098978	62	-0,0477399	62	0,106302	62	0,0500913	62	0,105378	62	0,0911532	62	0,0301216	
63	0,175026	63	0,0296852	63	0,0673682	63	-0,0654745	63	0,125812	63	-0,0610685	63	-0,0998886	63	0,103873	63	-0,052365	63	0,109472	63	0,0518015	63	0,102303	63	0,0937081	63	0,0252436	
64	0,179382	64	0,0314805	64	0,0646723	64	-0,0682889	64	0,124	64	-0,057359	64	-0,0986218	64	0,103801	64	-0,0518895	64	0,108479	64	0,0553271	64	0,0961492	64	0,0969823	64	0,0214266	
65	0,174439	65	0,0291377	65	0,0631357	65	-0,0694777	65	0,12761	65	-0,0574496	65	-0,101222	65	0,102841	65	-0,0570872	65	0,10775	65	0,0586038	65	0,0998603	65	0,104358	65	0,0196798	
66	0,173957	66	0,0340107	66	0,0628915	66	-0,068775	66	0,132841	66	-0,0540888	66	-0,0995899	66	0,104047	66	-0,0595585	66	0,110163	66	0,0617664	66	0,100755	66	0,110325	66	0,0172048	
67	0,177462	67	0,0380801	67	0,0621432	67	-0,0672513	67	0,134684	67	-0,0571498	67	-0,0961316	67	0,1039	67	-0,0602956	67	0,111895	67	0,065037	67	0,102611	67	0,112853	67	0,0163738	
68	0,176813	68	0,0347395	68	0,0635102	68	-0,0640457	68	0,140078	68	-0,0591373	68	-0,0909875	68	0,102844	68	-0,0595103	68	0,112131	68	0,0686645	68	0,107582	68	0,116605	68	0,017883	
69	0,181221	69	0,0372289	69	0,0630167	69	-0,0601209	69	0,139486	69	-0,0601641	69	-0,0916532	69	0,100711	69	-0,0630435	69	0,110883	69	0,0725925	69	0,113284	69	0,115948	69	0,018392	
70	0,178654	70	0,0353628	70	0,0631118	70	-0,0615242	70	0,136085	70	-0,0548287	70	-0,0930119	70	0,100055	70	-0,0658436	70	0,1027	70	0,0714051	70	0,12007	70	0,114221	70	0,0212019	
71	0,179853	71	0,0362468	71	0,0650086	71	-0,0553828	71	0,139319	71	-0,0555021	71	-0,0923471	71	0,100554	71	-0,0705353	71	0,101201	71	0,0711288	71	0,125062	71	0,116759	71	0,0213016	
72	0,175038	72	0,0387629	72	0,065319	72	-0,0565624	72	0,135937	72	-0,0567775	72	-0,0896078	72	0,101381	72	-0,0730409	72	0,0972813	72	0,068694	72	0,12784	72	0,118492	72	0,0207015	
73	0,172273	73	0,0367013	73	0,0627668	73	-0,0561459	73	0,135668	73	-0,0585264	73	-0,088771	73	0,0984149	73	-0,0782656	73	0,0963727	73	0,064764	73	0,13187	73	0,117252	73	0,020174	
74	0,169572	74	0,0326338	74	0,0666156	74	-0,0577619	74	0,137369	74	-0,0560291	74	-0,0844816	74	0,0956662	74	-0,0745824	74	0,0941523	74	0,0644597	74	0,135697	74	0,11668	74	0,0188509	
75	0,166811	75	0,0284169	75	0,0640795	75	-0,0497471	75	0,139025	75	-0,0542563	75	-0,0826606	75	0,0952159	75	-0,0773722	75	0,092898	75	0,0610524	75	0,143863	75	0,11566	75	0,0147521	
76	0,166644	76	0,0196574	76	0,0656484	76	-0,0468905	76	0,137678	76	-0,0543163	76	-0,0827881	76	0,0937509	76	-0,0799639	76	0,0864925	76	0,0600411	76	0,15223	76	0,119507	76	0,0137225	
77	0,163629	77	0,0161135	77	0,0698989	77	-0,0454433	77	0,134732	77	-0,0574314	77	-0,081682	77	0,0942029	77	-0,0871387	77	0,0854105	77	0,0614878	77	0,160176	77	0,12034	77	0,00837891	
78	0,16958	78	0,0190296	78	0,0684274	78	-0,0439008	78	0,136897	78	-0,0588442	78	-0,0804057	78	0,0936534	78	-0,0892472	78	0,0857765	78	0,0565499	78	0,162139	78	0,122632	78	0,00491193	
79	0,168981	79	0,0230492	79	0,0730569	79	-0,0445794	79	0,134177	79	-0,0619708	79	-0,0787164	79	0,0922455	79	-0,0949802	79	0,0816978	79	0,0577182	79	0,161967	79	0,119304	79	0,00188907	
80	0,171984	80	0,0246297	80	0,0748822	80	-0,0438997	80	0,130806	80	-0,061295	80	-0,0783425	80	0,0890576	80	-0,0980186	80	0,084858	80	0,05647	80	0,165025	80	0,118007	80	-0,00423328	
81	0,170886	81	0,0217801	81	0,0792956	81	-0,0452126	81	0,123703	81	-0,0679225	81	-0,0797534	81	0,0881542	81	-0,0982186	81	0,0848485	81	0,0540281	81	0,170706	81	0,118973	81	-0,00606604	
82	0,170677	82	0,0201752	82	0,0852004	82	-0,0432803	82	0,12267	82	-0,0694707	82	-0,0802647	82	0,0840137	82	-0,0953192	82	0,0799542	82	0,0513337	82	0,172818	82	0,122146	82	-0,0131468	
83	0,171669	83	0,0195897	83	0,0933906	83	-0,0424959	83	0,121132	83	-0,072587	83	-0,078785	83	0,0796995	83	-0,0987769	83	0,0786287	83	0,0475777	83	0,172488	83	0,118717	83	-0,0140741	
84	0,175253	84	0,0144413	84	0,093859	84	-0,0394387	84	0,119032	84	-0,0708871	84	-0,0804153	84	0,0750379	84	-0,10324	84	0,0783834	84	0,0434781	84	0,174346	84	0,119268	84	-0,01638	
85	0,171848	85	0,0119994	85	0,0969265	85	-0,0391293	85	0,113139	85	-0,0707346	85	-0,0825541	85	0,0782344	85	-0,108835	85	0,0733946	85	0,0377743	85	0,173211	85	0,112284	85	-0,0235061	
86	0,171982	86	0,00733187	86	0,101112	86	-0,0400512	86	0,11062	86	-0,0720277	86	-0,0806794	86	0,0750959	86	-0,110458	86	0,0703513	86	0,0320892	86	0,172105	86	0,109605	86	-0,0285148	
87	0,168228	87	0,00361333	87	0,105704	87	-0,0418087	87	0,109175	87	-0,0734302	87	-0,0837525	87	0,0732333	87	-0,112369	87	0,0659695	87	0,0301082	87	0,177894	87	0,107592	87	-0,0323391	
88	0,168233	88	0,000839107	88	0,10916	88	-0,0423971	88	0,105166	88	-0,0742063	88	-0,0843627	88	0,0698914	88	-0,115169	88	0,0696517	88	0,0193545	88	0,180751	88	0,10822	88	-0,0385934	
89	0,162288	89	-0,00406251	89	0,113001	89	-0,0462653	89	0,101288	89	-0,072877	89	-0,0821066	89	0,0646151	89	-0,12218	89	0,068321	89	0,0177509	89	0,182402	89	0,108086	89	-0,0439292	
90	0,163959	90	-0,00937122	90	0,115783	90	-0,0538004	90	0,102018	90	-0,0728284	90	-0,0768218	90	0,0597043	90	-0,122931	90	0,0695695	90	0,0143135	90	0,178753	90	0,109536	90	-0,0447912	
91	0,161397	91	-0,0129365	91	0,118384	91	-0,0528715	91	0,102849	91	-0,0678349	91	-0,0752952	91	0,0614181	91	-0,123302	91	0,0683822	91	0,0156069	91	0,180742	91	0,104291	91	-0,0455676	
92	0,153788	92	-0,019961	92	0,121302	92	-0,0551327	92	0,0995008	92	-0,0596637	92	-0,0747452	92	0,0584734	92	-0,127041	92	0,0679133	92	0,0152574	92	0,182567	92	0,101844	92	-0,0500795	
93	0,148038	93	-0,0256	93	0,119995	93	-0,0534225	93	0,0982048	93	-0,0582614	93	-0,0750187	93	0,0566313	93	-0,133691	93	0,0665322	93	0,0165191	93	0,188656	93	0,103196	93	-0,0514995	
94	0,148927	94	-0,0250202	94	0,119736	94	-0,0528588	94	0,0927617	94	-0,0561946	94	-0,0797915	94	0,0590428	94	-0,134811	94	0,0648083	94	0,0157896	94	0,189964	94	0,0994186	94	-0,059866	
95	0,141444	95	-0,0322703	95	0,121834	95	-0,0548801	95	0,0897073	95	-0,0548134	95	-0,0857861	95	0,0623975	95	-0,13784	95	0,0643381	95	0,015465	95	0,18645	95	0,101586	95	-0,0581535	
96	0,135724	96	-0,0344668	96	0,119935	96	-0,0528334	96	0,0839745	96	-0,0523903	96	-0,0864006	96	0,0638	96	-0,140475	96	0,0609588	96	0,0163473	96	0,185749	96	0,0970504	96	-0,0603257	
97	0,134317	97	-0,0348676	97	0,123542	97	-0,0536203	97	0,0778107	97	-0,0493508	97	-0,0858148	97	0,0670571	97	-0,146222	97	0,0589464	97	0,0182394	97	0,186997	97	0,0947283	97	-0,0574755	
98	0,130125	98	-0,0352791	98	0,120437	98	-0,0581159	98	0,0725855	98	-0,0501219	98	-0,092972	98	0,0700615	98	-0,145968	98	0,0608392	98	0,0173932	98	0,187898	98	0,0894166	98	-0,0593587	
99	0,131313	99	-0,0363649	99	0,121343	99	-0,0509984	99	0,0805392	99	-0,0451253	99	-0,0925299	99	0,0680166	99	-0,142562	99	0,0596889	99	0,0150447	99	0,183042	99	0,0879897	99	-0,0571582	
100	0,130889	100	-0,0359907	100	0,120114	100	-0,0482971	100	0,0808822	100	-0,0408743	100	-0,0876981	100	0,061885	100	-0,14523	100	0,0507274	100	0,00918903	100	0,179356	100	0,0864889	100	-0,0553825	
101	0,125645	101	-0,0360197	101	0,119719	101	-0,0467392	101	0,0839411	101	-0,0331701	101	-0,0870453	101	0,0569618	101	-0,147072	101	0,0457093	101	0,00408822	101	0,173602	101	0,0850664	101	-0,0535884	
102	0,125925	102	-0,0350457	102	0,117694	102	-0,0438789	102	0,0844611	102	-0,0278343	102	-0,0834635	102	0,0533325	102	-0,149724	102	0,0419353	102	0,00557465	102	0,165851	102	0,0843328	102	-0,0489764	
103	0,122032	103	-0,0390136	103	0,120456	103	-0,0379141	103	0,0877146	103	-0,0184039	103	-0,0789782	103	0,0460305	103	-0,149781	103	0,0419644	103	0,00805454	103	0,16162	103	0,079967	103	-0,0475474	
104	0,119138	104	-0,0390795	104	0,117318	104	-0,0303651	104	0,0903097	104	-0,00959571	104	-0,0749966	104	0,0436101	104	-0,152875	104	0,040126	104	0,00588319	104	0,159348	104	0,0734815	104	-0,0432967	
105	0,115819	105	-0,0411442	105	0,121593	105	-0,0256007	105	0,0931485	105	-0,00326151	105	-0,0701367	105	0,0428171	105	-0,150718	105	0,0358886	105	0,00482139	105	0,157824	105	0,0732803	105	-0,0427501	
106	0,117216	106	-0,0362838	106	0,124571	106	-0,0215563	106	0,0962309	106	0,00315193	106	-0,0654527	106	0,043281	106	-0,147943	106	0,0366944	106	0,00136165	106	0,147664	106	0,0688313	106	-0,0445253	
107	0,118112	107	-0,0379564	107	0,125289	107	-0,0193902	107	0,0957907	107	0,00400755	107	-0,059884	107	0,038846	107	-0,147728	107	0,0336572	107	0,00187164	107	0,139151	107	0,0646586	107	-0,0373581	
108	0,114513	108	-0,0368096	108	0,126989	108	-0,014965	108	0,0956686	108	0,00703468	108	-0,0556296	108	0,0363646	108	-0,145819	108	0,0311941	108	-0,00422679	108	0,128285	108	0,0651417	108	-0,0361339	
109	0,113653	109	-0,0361752	109	0,128332	109	-0,0164151	109	0,0910628	109	0,0103214	109	-0,0526642	109	0,0321519	109	-0,145359	109	0,0310203	109	-0,00466682	109	0,120033	109	0,0647237	109	-0,0366471	
110	0,111984	110	-0,0384436	110	0,130685	110	-0,0145865	110	0,0946309	110	0,0154934	110	-0,0462026	110	0,0336748	110	-0,140333	110	0,028434	110	-0,00415255	110	0,114235	110	0,0647075	110	-0,0336165	
111	0,116491	111	-0,0371896	111	0,134972	111	-0,0111418	111	0,0989262	111	0,0130205	111	-0,0384657	111	0,032543	111	-0,142291	111	0,0309279	111	0,000323378	111	0,105814	111	0,0660585	111	-0,0339208	
112	0,116857	112	-0,0374227	112	0,136697	112	-0,00660296	112	0,100287	112	0,0170322	112	-0,0310346	112	0,0306939	112	-0,14561	112	0,0301722	112	7,4124E-5	112	0,0958634	112	0,061066	112	-0,0315404	
113	0,123712	113	-0,0399986	113	0,133803	113	0,000166551	113	0,102838	113	0,0205387	113	-0,0234112	113	0,0265423	113	-0,146918	113	0,0257492	113	0,000711708	113	0,0833746	113	0,0571354	113	-0,0305709	
114	0,1268	114	-0,0393441	114	0,135777	114	0,00824838	114	0,10651	114	0,0254082	114	-0,0158097	114	0,027205	114	-0,146991	114	0,020291	114	0,0028795	114	0,076365	114	0,053784	114	-0,0268281	
115	0,127095	115	-0,0356041	115	0,135515	115	0,0148257	115	0,104632	115	0,0258546	115	-0,010382	115	0,027054	115	-0,15203	115	0,018864	115	0,00129136	115	0,067504	115	0,0521644	115	-0,0254272	
116	0,124905	116	-0,034082	116	0,135661	116	0,0168869	116	0,108195	116	0,028031	116	-0,000277174	116	0,024655	116	-0,154146	116	0,0179481	116	0,00409927	116	0,0559685	116	0,0505934	116	-0,0206975	
117	0,127854	117	-0,0272635	117	0,136463	117	0,0168877	117	0,111331	117	0,0294199	117	0,00288909	117	0,0213001	117	-0,159667	117	0,0172541	117	0,00538369	117	0,0458524	117	0,0448077	117	-0,0168797	
118	0,127818	118	-0,0292579	118	0,138071	118	0,0192602	118	0,11694	118	0,0364188	118	0,0107629	118	0,0207146	118	-0,162695	118	0,0148377	118	0,0062506	118	0,030081	118	0,0444763	118	-0,0121034	
119	0,126047	119	-0,0335922	119	0,140658	119	0,0269848	119	0,117583	119	0,0398878	119	0,0189549	119	0,0188297	119	-0,166471	119	0,0116014	119	0,00736974	119	0,0274193	119	0,0412397	119	-0,0107495	
120	0,125311	120	-0,0319804	120	0,13762	120	0,0334889	120	0,123	120	0,0448049	120	0,0254202	120	0,0135204	120	-0,164319	120	0,00780392	120	0,0029424	120	0,0200706	120	0,0423812	120	-0,00683024	
121	0,122258	121	-0,0312329	121	0,136308	121	0,0379697	121	0,126712	121	0,0520011	121	0,0364299	121	0,00926069	121	-0,167725	121	0,0060748	121	0,00577997	121	0,0121696	121	0,044774	121	-0,00429697	
122	0,124841	122	-0,029632	122	0,136328	122	0,0460592	122	0,131221	122	0,0596308	122	0,0491268	122	0,00685696	122	-0,171118	122	0,00742579	122	0,00895266	122	0,00130286	122	0,0417546	122	-0,00367824	
123	0,122713	123	-0,028624	123	0,133743	123	0,0535774	123	0,131411	123	0,0666336	123	0,0560461	123	0,00458803	123	-0,172913	123	0,00783653	123	0,0157123	123	-0,00606672	123	0,0357866	123	0,000194337	
124	0,123914	124	-0,0257539	124	0,126894	124	0,0645028	124	0,136596	124	0,0745216	124	0,0625639	124	0,00194325	124	-0,170803	124	0,00629006	124	0,0209429	124	-0,0128041	124	0,0358246	124	0,000922504	
125	0,119014	125	-0,022129	125	0,12508	125	0,0675836	125	0,135301	125	0,0751935	125	0,0715261	125	-0,00127441	125	-0,168583	125	0,00765694	125	0,0218059	125	-0,020884	125	0,0273712	125	0,00663886	
126	0,121945	126	-0,0226812	126	0,123318	126	0,0717957	126	0,143136	126	0,0812825	126	0,074896	126	-0,00451487	126	-0,16678	126	0,0120549	126	0,0280988	126	-0,0260517	126	0,0277429	126	0,00861714	
127	0,121386	127	-0,0204039	127	0,123041	127	0,0831948	127	0,145646	127	0,0842437	127	0,0796114	127	-0,00796049	127	-0,167485	127	0,0169709	127	0,0316484	127	-0,0348987	127	0,0309172	127	0,0109036	
