Time (s/500) - 0,0005	Newton - 0,0005	Time (s/500) - 0,005	Newton - 0,005	Time (s/500) - 0,05	Newton - 0,05	Time (s/500) - 0,5	Newton - 0,5	Time (s/500) - Plot 4	Newton - Plot 4	Time (s/500) - Plot 5	Newton - Plot 5	Time (s/500) - Plot 6	Newton - Plot 6	Time (s/500) - Plot 7	Newton - Plot 7	Time (s/500) - Plot 8	Newton - Plot 8	Time (s/500) - Plot 9	Newton - Plot 9	Time (s/500) - Plot 10	Newton - Plot 10	Time (s/500) - Plot 11	Newton - Plot 11	Time (s/500) - Plot 12	Newton - Plot 12	Time (s/500) - Plot 13	Newton - Plot 13	
5627	3,46146	5627	1,28379	5627	5,15632	5627	1,84697	5627	4,46416	5627	2,34503	5627	2,01328	5627	5,8513	5627	4,80107	5627	5,28235	5627	3,80461	5627	1,73061	5627	1,68389	5627	5,72836	
5628	3,52095	5628	1,27969	5628	5,18616	5628	1,85167	5628	4,41873	5628	2,38854	5628	1,98425	5628	5,85109	5628	4,76201	5628	5,25512	5628	3,74982	5628	1,72721	5628	1,68219	5628	5,74799	
5629	3,58247	5629	1,27887	5629	5,21673	5629	1,86348	5629	4,37715	5629	2,43629	5629	1,95932	5629	5,85144	5629	4,72321	5629	5,22799	5629	3,69824	5629	1,72139	5629	1,68132	5629	5,7615	
5630	3,64197	5630	1,27553	5630	5,24726	5630	1,87357	5630	4,34041	5630	2,48314	5630	1,93367	5630	5,84727	5630	4,68447	5630	5,20309	5630	3,64661	5630	1,71326	5630	1,68144	5630	5,7797	
5631	3,69841	5631	1,27753	5631	5,27418	5631	1,88501	5631	4,29521	5631	2,53313	5631	1,90923	5631	5,84393	5631	4,64695	5631	5,18218	5631	3,59466	5631	1,70327	5631	1,68534	5631	5,78829	
5632	3,75994	5632	1,28145	5632	5,30676	5632	1,89443	5632	4,25038	5632	2,58046	5632	1,88375	5632	5,84374	5632	4,61262	5632	5,15654	5632	3,53968	5632	1,69804	5632	1,68969	5632	5,80203	
5633	3,82142	5633	1,28346	5633	5,329	5633	1,91223	5633	4,20874	5633	2,62427	5633	1,85945	5633	5,83949	5633	4,57303	5633	5,12795	5633	3,49212	5633	1,69097	5633	1,68503	5633	5,81194	
5634	3,88169	5634	1,28866	5634	5,35215	5634	1,92796	5634	4,16489	5634	2,67469	5634	1,84138	5634	5,83874	5634	4,53965	5634	5,10139	5634	3,44218	5634	1,68729	5634	1,68444	5634	5,82063	
5635	3,94181	5635	1,2912	5635	5,37665	5635	1,94726	5635	4,11927	5635	2,72322	5635	1,81979	5635	5,8369	5635	4,50746	5635	5,07443	5635	3,39062	5635	1,6825	5635	1,68544	5635	5,82647	
5636	4,00271	5636	1,2925	5636	5,40014	5636	1,96601	5636	4,0711	5636	2,77415	5636	1,80115	5636	5,83563	5636	4,47121	5636	5,04021	5636	3,33546	5636	1,67771	5636	1,68075	5636	5,83626	
5637	4,05954	5637	1,2976	5637	5,42228	5637	1,98404	5637	4,02955	5637	2,82205	5637	1,78373	5637	5,83302	5637	4,43357	5637	5,0066	5637	3,28498	5637	1,67713	5637	1,67929	5637	5,84193	
5638	4,11611	5638	1,29841	5638	5,44576	5638	2,0075	5638	3,98504	5638	2,87134	5638	1,76378	5638	5,82911	5638	4,39426	5638	4,96725	5638	3,23513	5638	1,67227	5638	1,68019	5638	5,84742	
5639	4,17445	5639	1,30096	5639	5,46819	5639	2,0305	5639	3,9401	5639	2,92732	5639	1,74684	5639	5,8247	5639	4,35379	5639	4,93126	5639	3,18636	5639	1,66805	5639	1,68452	5639	5,85056	
5640	4,23472	5640	1,29893	5640	5,49024	5640	2,05369	5640	3,89289	5640	2,9826	5640	1,7291	5640	5,81567	5640	4,31205	5640	4,88813	5640	3,13652	5640	1,66687	5640	1,68529	5640	5,85483	
5641	4,29355	5641	1,30287	5641	5,51212	5641	2,07914	5641	3,83859	5641	3,03756	5641	1,71131	5641	5,80743	5641	4,27439	5641	4,84553	5641	3,08894	5641	1,66363	5641	1,68643	5641	5,85492	
5642	4,35087	5642	1,30699	5642	5,53031	5642	2,10269	5642	3,79492	5642	3,09392	5642	1,70106	5642	5,79708	5642	4,23426	5642	4,80028	5642	3,04061	5642	1,66212	5642	1,69079	5642	5,85449	
5643	4,40929	5643	1,30708	5643	5,54523	5643	2,13249	5643	3,74421	5643	3,15007	5643	1,68725	5643	5,78822	5643	4,19476	5643	4,75707	5643	2,98975	5643	1,65543	5643	1,69519	5643	5,85143	
5644	4,46373	5644	1,30957	5644	5,55796	5644	2,16166	5644	3,69927	5644	3,20613	5644	1,6805	5644	5,77939	5644	4,15186	5644	4,71552	5644	2,9432	5644	1,65325	5644	1,69867	5644	5,85313	
5645	4,51192	5645	1,31121	5645	5,57661	5645	2,19372	5645	3,64904	5645	3,26429	5645	1,67199	5645	5,76728	5645	4,11251	5645	4,67083	5645	2,89652	5645	1,64724	5645	1,70108	5645	5,85713	
5646	4,56148	5646	1,31461	5646	5,5956	5646	2,2248	5646	3,59834	5646	3,31734	5646	1,65959	5646	5,75136	5646	4,07766	5646	4,62999	5646	2,8481	5646	1,64791	5646	1,70606	5646	5,85792	
5647	4,61277	5647	1,32286	5647	5,60915	5647	2,25724	5647	3,55011	5647	3,37299	5647	1,64863	5647	5,73537	5647	4,03471	5647	4,58983	5647	2,80177	5647	1,64372	5647	1,71151	5647	5,85844	
5648	4,66577	5648	1,3327	5648	5,6231	5648	2,29042	5648	3,50368	5648	3,42941	5648	1,64175	5648	5,71992	5648	3,99041	5648	4,54937	5648	2,75117	5648	1,64047	5648	1,71626	5648	5,86361	
5649	4,71305	5649	1,34193	5649	5,6354	5649	2,32299	5649	3,45397	5649	3,48602	5649	1,64002	5649	5,6998	5649	3,95003	5649	4,50756	5649	2,7057	5649	1,63667	5649	1,72037	5649	5,86095	
5650	4,76315	5650	1,35246	5650	5,64639	5650	2,35453	5650	3,40438	5650	3,53986	5650	1,63802	5650	5,68049	5650	3,9112	5650	4,46627	5650	2,65788	5650	1,62838	5650	1,72867	5650	5,85681	
5651	4,81516	5651	1,35957	5651	5,65856	5651	2,39192	5651	3,35257	5651	3,6011	5651	1,63646	5651	5,65414	5651	3,8703	5651	4,4309	5651	2,61539	5651	1,62496	5651	1,73774	5651	5,85446	
5652	4,86189	5652	1,36743	5652	5,66388	5652	2,42463	5652	3,30396	5652	3,6571	5652	1,63331	5652	5,63039	5652	3,82234	5652	4,39417	5652	2,57121	5652	1,61671	5652	1,74244	5652	5,84937	
5653	4,90964	5653	1,38337	5653	5,67265	5653	2,45896	5653	3,25799	5653	3,71538	5653	1,62644	5653	5,60164	5653	3,77728	5653	4,35572	5653	2,52803	5653	1,61215	5653	1,74986	5653	5,84338	
5654	4,95407	5654	1,39469	5654	5,67835	5654	2,49443	5654	3,20742	5654	3,77037	5654	1,62545	5654	5,5819	5654	3,73264	5654	4,31647	5654	2,48781	5654	1,61089	5654	1,76083	5654	5,83302	
5655	4,99972	5655	1,40698	5655	5,68194	5655	2,5322	5655	3,15868	5655	3,82792	5655	1,62157	5655	5,55562	5655	3,69194	5655	4,28254	5655	2,44665	5655	1,60707	5655	1,77138	5655	5,82832	
5656	5,04483	5656	1,41674	5656	5,68573	5656	2,56703	5656	3,10999	5656	3,88328	5656	1,61199	5656	5,52931	5656	3,65065	5656	4,24301	5656	2,40916	5656	1,60499	5656	1,77942	5656	5,81902	
5657	5,08826	5657	1,43267	5657	5,69234	5657	2,60507	5657	3,06411	5657	3,93303	5657	1,61123	5657	5,49918	5657	3,60739	5657	4,20034	5657	2,37171	5657	1,60548	5657	1,785	5657	5,80564	
5658	5,12986	5658	1,44447	5658	5,69287	5658	2,64016	5658	3,01966	5658	3,99223	5658	1,61073	5658	5,47205	5658	3,56506	5658	4,16017	5658	2,33531	5658	1,60784	5658	1,78772	5658	5,7951	
5659	5,16863	5659	1,45489	5659	5,69618	5659	2,67804	5659	2,97629	5659	4,05176	5659	1,60873	5659	5,44065	5659	3,5171	5659	4,12145	5659	2,30406	5659	1,61262	5659	1,79194	5659	5,77974	
5660	5,21147	5660	1,46448	5660	5,69625	5660	2,72112	5660	2,93084	5660	4,10925	5660	1,60713	5660	5,4127	5660	3,47419	5660	4,07802	5660	2,27133	5660	1,61633	5660	1,79771	5660	5,76507	
5661	5,25209	5661	1,47872	5661	5,69377	5661	2,76548	5661	2,8851	5661	4,16025	5661	1,60748	5661	5,38716	5661	3,42866	5661	4,03467	5661	2,24007	5661	1,62238	5661	1,79966	5661	5,74936	
5662	5,29273	5662	1,48885	5662	5,69451	5662	2,80698	5662	2,84293	5662	4,21092	5662	1,60466	5662	5,36576	5662	3,38192	5662	3,99471	5662	2,20944	5662	1,62685	5662	1,81029	5662	5,73392	
5663	5,32826	5663	1,50277	5663	5,6922	5663	2,8526	5663	2,79665	5663	4,26468	5663	1,59611	5663	5,33622	5663	3,33605	5663	3,95776	5663	2,17661	5663	1,62947	5663	1,82064	5663	5,71938	
5664	5,36784	5664	1,51494	5664	5,68952	5664	2,89324	5664	2,75298	5664	4,31577	5664	1,58955	5664	5,31075	5664	3,29266	5664	3,91454	5664	2,14594	5664	1,62991	5664	1,82761	5664	5,70235	
5665	5,40486	5665	1,52844	5665	5,68733	5665	2,9389	5665	2,706	5665	4,36326	5665	1,58817	5665	5,28608	5665	3,24742	5665	3,87101	5665	2,10966	5665	1,63608	5665	1,8313	5665	5,6771	
5666	5,44126	5666	1,54085	5666	5,68655	5666	2,98603	5666	2,66407	5666	4,41403	5666	1,58614	5666	5,26272	5666	3,2001	5666	3,82777	5666	2,08354	5666	1,63836	5666	1,84009	5666	5,65614	
5667	5,47965	5667	1,55652	5667	5,68479	5667	3,02717	5667	2,61939	5667	4,46279	5667	1,58697	5667	5,22741	5667	3,15432	5667	3,78759	5667	2,05404	5667	1,64313	5667	1,84658	5667	5,6317	
5668	5,51082	5668	1,57417	5668	5,68601	5668	3,07314	5668	2,57062	5668	4,51509	5668	1,58494	5668	5,19692	5668	3,10843	5668	3,74581	5668	2,02826	5668	1,64853	5668	1,85473	5668	5,61136	
5669	5,54858	5669	1,58736	5669	5,68865	5669	3,11895	5669	2,52964	5669	4,5662	5669	1,58604	5669	5,16721	5669	3,0652	5669	3,70613	5669	1,99857	5669	1,64975	5669	1,86335	5669	5,59182	
5670	5,58156	5670	1,60899	5670	5,68998	5670	3,16558	5670	2,48876	5670	4,61802	5670	1,58635	5670	5,13315	5670	3,01645	5670	3,66615	5670	1,9719	5670	1,65777	5670	1,87393	5670	5,57377	
5671	5,61393	5671	1,62793	5671	5,69193	5671	3,21589	5671	2,44361	5671	4,66331	5671	1,58693	5671	5,09881	5671	2,97015	5671	3,62375	5671	1,94143	5671	1,66758	5671	1,88825	5671	5,55306	
5672	5,64625	5672	1,64699	5672	5,69189	5672	3,26164	5672	2,40071	5672	4,70733	5672	1,58433	5672	5,06348	5672	2,92142	5672	3,58014	5672	1,91288	5672	1,67861	5672	1,89935	5672	5,53566	
5673	5,67396	5673	1,66819	5673	5,6889	5673	3,31563	5673	2,36384	5673	4,75463	5673	1,58805	5673	5,02667	5673	2,87099	5673	3,54076	5673	1,88972	5673	1,68841	5673	1,90904	5673	5,51622	
5674	5,70022	5674	1,6911	5674	5,68969	5674	3,35936	5674	2,32163	5674	4,80531	5674	1,59061	5674	4,99001	5674	2,82968	5674	3,49924	5674	1,86826	5674	1,70258	5674	1,92946	5674	5,4996	
5675	5,72672	5675	1,7121	5675	5,68668	5675	3,40878	5675	2,28311	5675	4,84909	5675	1,59116	5675	4,94747	5675	2,78361	5675	3,45691	5675	1,8426	5675	1,71482	5675	1,94466	5675	5,48115	
5676	5,75291	5676	1,73674	5676	5,68245	5676	3,45589	5676	2,24465	5676	4,89608	5676	1,59478	5676	4,90675	5676	2,73912	5676	3,41418	5676	1,82252	5676	1,73153	5676	1,96395	5676	5,4652	
5677	5,78075	5677	1,76442	5677	5,67729	5677	3,50265	5677	2,20954	5677	4,93296	5677	1,59371	5677	4,86033	5677	2,69828	5677	3,3733	5677	1,80681	5677	1,74832	5677	1,9835	5677	5,44076	
5678	5,80572	5678	1,78465	5678	5,66946	5678	3,54927	5678	2,16932	5678	4,97541	5678	1,59692	5678	4,81749	5678	2,65359	5678	3,33225	5678	1,78515	5678	1,76715	5678	2,00512	5678	5,42014	
5679	5,82758	5679	1,80957	5679	5,66135	5679	3,59777	5679	2,138	5679	5,01778	5679	1,603	5679	4,77078	5679	2,61216	5679	3,29769	5679	1,76703	5679	1,78397	5679	2,02132	5679	5,40038	
5680	5,8479	5680	1,8395	5680	5,6477	5680	3,64539	5680	2,1016	5680	5,05354	5680	1,61271	5680	4,72535	5680	2,57295	5680	3,25279	5680	1,7522	5680	1,80013	5680	2,03876	5680	5,37728	
5681	5,86851	5681	1,8725	5681	5,63269	5681	3,69386	5681	2,06649	5681	5,09057	5681	1,6218	5681	4,6857	5681	2,54041	5681	3,21306	5681	1,73775	5681	1,81859	5681	2,06245	5681	5,35027	
5682	5,88686	5682	1,90385	5682	5,62184	5682	3,74023	5682	2,03789	5682	5,1268	5682	1,63009	5682	4,64408	5682	2,49854	5682	3,17311	5682	1,72097	5682	1,84002	5682	2,08875	5682	5,32447	
5683	5,90298	5683	1,93075	5683	5,61073	5683	3,78877	5683	2,00124	5683	5,16309	5683	1,63322	5683	4,59638	5683	2,4608	5683	3,1332	5683	1,70518	5683	1,86293	5683	2,11151	5683	5,29613	
5684	5,91888	5684	1,96521	5684	5,59543	5684	3,8393	5684	1,97186	5684	5,19452	5684	1,63398	5684	4,54913	5684	2,41937	5684	3,09226	5684	1,69656	5684	1,8928	5684	2,13704	5684	5,2694	
5685	5,93206	5685	2,00192	5685	5,58306	5685	3,88673	5685	1,94092	5685	5,22821	5685	1,63616	5685	4,50172	5685	2,38496	5685	3,05434	5685	1,68582	5685	1,92097	5685	2,15996	5685	5,23409	
5686	5,9478	5686	2,03806	5686	5,56562	5686	3,9315	5686	1,91499	5686	5,26151	5686	1,64111	5686	4,45266	5686	2,34727	5686	3,01258	5686	1,67916	5686	1,95471	5686	2,18742	5686	5,20212	
5687	5,95889	5687	2,07952	5687	5,54579	5687	3,97974	5687	1,8905	5687	5,29646	5687	1,65127	5687	4,40656	5687	2,30583	5687	2,96822	5687	1,67223	5687	1,98616	5687	2,21648	5687	5,16528	
5688	5,96829	5688	2,12077	5688	5,52918	5688	4,02626	5688	1,86213	5688	5,32579	5688	1,65895	5688	4,35952	5688	2,27329	5688	2,92445	5688	1,66525	5688	2,01887	5688	2,24718	5688	5,1254	
5689	5,97407	5689	2,16039	5689	5,51152	5689	4,06886	5689	1,83593	5689	5,3532	5689	1,66548	5689	4,3116	5689	2,24264	5689	2,88012	5689	1,66329	5689	2,05357	5689	2,27614	5689	5,08319	
5690	5,98337	5690	2,19788	5690	5,48983	5690	4,11963	5690	1,81209	5690	5,37987	5690	1,66967	5690	4,26864	5690	2,2077	5690	2,83905	5690	1,65564	5690	2,08528	5690	2,30528	5690	5,04737	
5691	5,98991	5691	2,23391	5691	5,46793	5691	4,16567	5691	1,78812	5691	5,4073	5691	1,67935	5691	4,21865	5691	2,17519	5691	2,8	5691	1,65322	5691	2,12043	5691	2,33457	5691	5,00685	
5692	5,99218	5692	2,2777	5692	5,44418	5692	4,21257	5692	1,76734	5692	5,43233	5692	1,6884	5692	4,17718	5692	2,14009	5692	2,75278	5692	1,64645	5692	2,15767	5692	2,36638	5692	4,96268	
5693	6,00141	5693	2,32369	5693	5,42243	5693	4,25755	5693	1,74733	5693	5,45563	5693	1,7069	5693	4,13227	5693	2,11105	5693	2,70962	5693	1,64227	5693	2,19743	5693	2,40216	5693	4,9245	
5694	6,01022	5694	2,35926	5694	5,40261	5694	4,30295	5694	1,72204	5694	5,47583	5694	1,72917	5694	4,08933	5694	2,0846	5694	2,6666	5694	1,63809	5694	2,23887	5694	2,43864	5694	4,88516	
5695	6,01614	5695	2,4053	5695	5,38574	5695	4,34681	5695	1,70547	5695	5,49822	5695	1,74708	5695	4,03912	5695	2,05528	5695	2,62266	5695	1,63213	5695	2,27928	5695	2,47401	5695	4,85011	
5696	6,0239	5696	2,44901	5696	5,36573	5696	4,39203	5696	1,68927	5696	5,51744	5696	1,76775	5696	3,9978	5696	2,02748	5696	2,58012	5696	1,6286	5696	2,31895	5696	2,50733	5696	4,81116	
5697	6,0261	5697	2,49774	5697	5,34628	5697	4,44125	5697	1,6709	5697	5,53672	5697	1,79233	5697	3,95645	5697	2,0008	5697	2,53706	5697	1,62628	5697	2,36084	5697	2,5427	5697	4,77354	
5698	6,03031	5698	2,54115	5698	5,32142	5698	4,49258	5698	1,65383	5698	5,55975	5698	1,81436	5698	3,91064	5698	1,97678	5698	2,49793	5698	1,62524	5698	2,4007	5698	2,58282	5698	4,73415	
5699	6,03331	5699	2,58657	5699	5,30265	5699	4,53707	5699	1,63733	5699	5,57856	5699	1,84015	5699	3,86339	5699	1,9558	5699	2,45864	5699	1,61771	5699	2,43888	5699	2,62651	5699	4,69306	
5700	6,03531	5700	2,63401	5700	5,27885	5700	4,58583	5700	1,61882	5700	5,59672	5700	1,86582	5700	3,82176	5700	1,93737	5700	2,42315	5700	1,61142	5700	2,48269	5700	2,66707	5700	4,64907	
5701	6,03386	5701	2,6827	5701	5,25169	5701	4,62934	5701	1,60894	5701	5,61209	5701	1,89761	5701	3,77643	5701	1,91403	5701	2,38999	5701	1,60696	5701	2,52978	5701	2,71274	5701	4,60962	
5702	6,02926	5702	2,73273	5702	5,22245	5702	4,66783	5702	1,59966	5702	5,62902	5702	1,92455	5702	3,73373	5702	1,89315	5702	2,35863	5702	1,60116	5702	2,57558	5702	2,76022	5702	4,56788	
5703	6,02456	5703	2,78101	5703	5,19442	5703	4,71194	5703	1,58519	5703	5,64101	5703	1,95683	5703	3,68706	5703	1,87695	5703	2,32458	5703	1,59942	5703	2,62209	5703	2,80152	5703	4,53095	
5704	6,02283	5704	2,82962	5704	5,16039	5704	4,75312	5704	1,57558	5704	5,65374	5704	1,99004	5704	3,647	5704	1,86207	5704	2,29082	5704	1,59559	5704	2,67149	5704	2,84596	5704	4,48877	
5705	6,0142	5705	2,88101	5705	5,13033	5705	4,79114	5705	1,56512	5705	5,66688	5705	2,0296	5705	3,60502	5705	1,84697	5705	2,25958	5705	1,58992	5705	2,72261	5705	2,89127	5705	4,44161	
5706	6,00173	5706	2,93167	5706	5,09719	5706	4,82915	5706	1,56065	5706	5,6818	5706	2,06432	5706	3,5577	5706	1,83291	5706	2,23033	5706	1,58589	5706	2,77015	5706	2,93944	5706	4,40043	
5707	5,98672	5707	2,98307	5707	5,06015	5707	4,86652	5707	1,55091	5707	5,69162	5707	2,10074	5707	3,50748	5707	1,82237	5707	2,19881	5707	1,57697	5707	2,823	5707	2,98679	5707	4,35906	
5708	5,97506	5708	3,03564	5708	5,01846	5708	4,90655	5708	1,54028	5708	5,69988	5708	2,13356	5708	3,46576	5708	1,80788	5708	2,16877	5708	1,57303	5708	2,8771	5708	3,03857	5708	4,31307	
5709	5,96317	5709	3,08729	5709	4,97919	5709	4,94103	5709	1,53474	5709	5,70205	5709	2,1684	5709	3,42293	5709	1,79799	5709	2,13596	5709	1,56837	5709	2,92971	5709	3,08709	5709	4,26667	
5710	5,94746	5710	3,13992	5710	4,93751	5710	4,98157	5710	1,52907	5710	5,70337	5710	2,20495	5710	3,3824	5710	1,78587	5710	2,10271	5710	1,5702	5710	2,98407	5710	3,13629	5710	4,22102	
5711	5,93155	5711	3,18845	5711	4,89808	5711	5,01572	5711	1,52277	5711	5,70178	5711	2,24254	5711	3,34161	5711	1,77918	5711	2,07052	5711	1,56879	5711	3,03547	5711	3,18535	5711	4,17766	
5712	5,91318	5712	3,24005	5712	4,85222	5712	5,04698	5712	1,51832	5712	5,70469	5712	2,28239	5712	3,29944	5712	1,772	5712	2,03937	5712	1,56953	5712	3,08508	5712	3,23426	5712	4,13062	
5713	5,89741	5713	3,29543	5713	4,81035	5713	5,08229	5713	1,51617	5713	5,70689	5713	2,32268	5713	3,25965	5713	1,76523	5713	2,00806	5713	1,56864	5713	3,13565	5713	3,28645	5713	4,08488	
5714	5,88295	5714	3,34876	5714	4,76325	5714	5,11394	5714	1,51069	5714	5,70682	5714	2,36175	5714	3,21652	5714	1,76214	5714	1,97737	5714	1,56829	5714	3,1857	5714	3,33529	5714	4,0349	
5715	5,8691	5715	3,40224	5715	4,72144	5715	5,14987	5715	1,50792	5715	5,70871	5715	2,39954	5715	3,17661	5715	1,75468	5715	1,94887	5715	1,56548	5715	3,2394	5715	3,38611	5715	3,98415	
5716	5,85184	5716	3,45836	5716	4,67677	5716	5,18311	5716	1,50042	5716	5,70964	5716	2,44008	5716	3,13662	5716	1,75195	5716	1,9274	5716	1,5685	5716	3,29176	5716	3,44046	5716	3,933	
5717	5,83326	5717	3,5154	5717	4,63268	5717	5,21057	5717	1,49907	5717	5,70759	5717	2,47986	5717	3,09652	5717	1,74367	5717	1,9008	5717	1,5674	5717	3,34537	5717	3,49265	5717	3,87849	
5718	5,80718	5718	3,57153	5718	4,58948	5718	5,24442	5718	1,49009	5718	5,71084	5718	2,52342	5718	3,0623	5718	1,73809	5718	1,8805	5718	1,56731	5718	3,39634	5718	3,54967	5718	3,8281	
5719	5,78872	5719	3,63431	5719	4,54345	5719	5,27573	5719	1,48581	5719	5,71155	5719	2,56284	5719	3,01866	5719	1,73752	5719	1,85983	5719	1,5685	5719	3,44673	5719	3,60432	5719	3,7766	
5720	5,77287	5720	3,69757	5720	4,49783	5720	5,30678	5720	1,47593	5720	5,71041	5720	2,60049	5720	2,97705	5720	1,73556	5720	1,83626	5720	1,57321	5720	3,49988	5720	3,66004	5720	3,7207	
5721	5,74927	5721	3,75091	5721	4,45872	5721	5,33597	5721	1,47486	5721	5,71114	5721	2,63495	5721	2,93935	5721	1,7324	5721	1,81555	5721	1,57569	5721	3,55514	5721	3,71559	5721	3,67321	
5722	5,72391	5722	3,80874	5722	4,41803	5722	5,36408	5722	1,47327	5722	5,70938	5722	2,67137	5722	2,89593	5722	1,72768	5722	1,79745	5722	1,57838	5722	3,60475	5722	3,7708	5722	3,6222	
5723	5,6984	5723	3,86785	5723	4,3708	5723	5,39247	5723	1,47011	5723	5,71041	5723	2,70964	5723	2,85141	5723	1,73121	5723	1,78126	5723	1,58418	5723	3,65694	5723	3,82262	5723	3,57041	
5724	5,67692	5724	3,93331	5724	4,32263	5724	5,41904	5724	1,47412	5724	5,70692	5724	2,7538	5724	2,81522	5724	1,72801	5724	1,76706	5724	1,58596	5724	3,70644	5724	3,88028	5724	3,52239	
5725	5,65164	5725	3,99324	5725	4,27484	5725	5,44198	5725	1,47274	5725	5,70686	5725	2,80265	5725	2,77633	5725	1,72829	5725	1,75502	5725	1,58962	5725	3,75414	5725	3,93494	5725	3,46489	
5726	5,62613	5726	4,04804	5726	4,22812	5726	5,46564	5726	1,46999	5726	5,70127	5726	2,84836	5726	2,73256	5726	1,72442	5726	1,73862	5726	1,58899	5726	3,80244	5726	3,99166	5726	3,41667	
5727	5,59462	5727	4,10916	5727	4,18284	5727	5,48951	5727	1,47384	5727	5,6973	5727	2,89084	5727	2,69474	5727	1,72559	5727	1,72964	5727	1,59432	5727	3,85035	5727	4,04679	5727	3,3597	
5728	5,56734	5728	4,16459	5728	4,13736	5728	5,50997	5728	1,47758	5728	5,68983	5728	2,93379	5728	2,65793	5728	1,72308	5728	1,71979	5728	1,60251	5728	3,89554	5728	4,10176	5728	3,31026	
5729	5,54209	5729	4,21777	5729	4,0916	5729	5,53307	5729	1,4824	5729	5,68528	5729	2,9829	5729	2,62277	5729	1,72139	5729	1,70935	5729	1,6106	5729	3,94564	5729	4,15496	5729	3,26641	
5730	5,5167	5730	4,27617	5730	4,04398	5730	5,55756	5730	1,48713	5730	5,67686	5730	3,02928	5730	2,58713	5730	1,71998	5730	1,7013	5730	1,61443	5730	3,99376	5730	4,20662	5730	3,21614	
5731	5,48555	5731	4,33501	5731	3,99923	5731	5,57494	5731	1,49099	5731	5,66859	5731	3,07455	5731	2,55069	5731	1,71724	5731	1,69609	5731	1,62229	5731	4,04679	5731	4,26663	5731	3,1613	
5732	5,45289	5732	4,39512	5732	3,9538	5732	5,59179	5732	1,49865	5732	5,66105	5732	3,11883	5732	2,51696	5732	1,71645	5732	1,69157	5732	1,62892	5732	4,10012	5732	4,32371	5732	3,11419	
5733	5,42439	5733	4,45532	5733	3,91028	5733	5,60096	5733	1,50567	5733	5,64884	5733	3,16664	5733	2,47765	5733	1,71502	5733	1,68759	5733	1,63908	5733	4,15057	5733	4,379	5733	3,06846	
5734	5,38914	5734	4,50977	5734	3,86811	5734	5,61539	5734	1,51466	5734	5,64186	5734	3,21205	5734	2,44587	5734	1,71475	5734	1,68217	5734	1,65074	5734	4,19875	5734	4,43234	5734	3,01932	
5735	5,34903	5735	4,56882	5735	3,81867	5735	5,62761	5735	1,52273	5735	5,63184	5735	3,25387	5735	2,41067	5735	1,71512	5735	1,6767	5735	1,66451	5735	4,24457	5735	4,48541	5735	2,96845	
5736	5,30799	5736	4,62061	5736	3,76718	5736	5,63761	5736	1,52816	5736	5,62227	5736	3,29782	5736	2,37694	5736	1,71347	5736	1,67455	5736	1,67939	5736	4,29264	5736	4,5416	5736	2,91957	
5737	5,26492	5737	4,67434	5737	3,7196	5737	5,64391	5737	1,53325	5737	5,60712	5737	3,34482	5737	2,34388	5737	1,7123	5737	1,67189	5737	1,69892	5737	4,33982	5737	4,59632	5737	2,86778	
5738	5,22863	5738	4,72309	5738	3,67006	5738	5,64743	5738	1,53981	5738	5,58849	5738	3,39128	5738	2,30816	5738	1,71178	5738	1,66898	5738	1,71366	5738	4,38606	5738	4,64914	5738	2,81724	
5739	5,182	5739	4,77437	5739	3,62384	5739	5,64796	5739	1,54771	5739	5,57169	5739	3,43237	5739	2,27685	5739	1,71266	5739	1,66727	5739	1,72954	5739	4,43148	5739	4,7034	5739	2,766	
5740	5,13517	5740	4,83114	5740	3,57126	5740	5,65478	5740	1,55827	5740	5,55912	5740	3,47537	5740	2,24753	5740	1,71469	5740	1,66477	5740	1,75279	5740	4,47904	5740	4,75232	5740	2,71807	
5741	5,09132	5741	4,88534	5741	3,52137	5741	5,65648	5741	1,57248	5741	5,54033	5741	3,51948	5741	2,21408	5741	1,71614	5741	1,65473	5741	1,77662	5741	4,51932	5741	4,80951	5741	2,6681	
5742	5,04405	5742	4,93461	5742	3,47595	5742	5,65672	5742	1,58316	5742	5,51881	5742	3,55619	5742	2,18376	5742	1,7223	5742	1,64554	5742	1,79777	5742	4,56034	5742	4,85499	5742	2,62106	
5743	4,99644	5743	4,98417	5743	3,42788	5743	5,66347	5743	1,59493	5743	5,5002	5743	3,59869	5743	2,15212	5743	1,72383	5743	1,63692	5743	1,81919	5743	4,60033	5743	4,90742	5743	2,5736	
5744	4,94489	5744	5,03	5744	3,38082	5744	5,66122	5744	1,60729	5744	5,48642	5744	3,64054	5744	2,12415	5744	1,7279	5744	1,63483	5744	1,84567	5744	4,64312	5744	4,95418	5744	2,52298	
5745	4,8944	5745	5,07842	5745	3,33569	5745	5,66585	5745	1,61735	5745	5,4674	5745	3,6826	5745	2,09528	5745	1,73143	5745	1,62846	5745	1,87289	5745	4,68302	5745	5,0002	5745	2,47439	
5746	4,84358	5746	5,12577	5746	3,28835	5746	5,66988	5746	1,63314	5746	5,45149	5746	3,71755	5746	2,06717	5746	1,73789	5746	1,62438	5746	1,90328	5746	4,72061	5746	5,04607	5746	2,42943	
5747	4,7951	5747	5,17008	5747	3,2435	5747	5,673	5747	1,65171	5747	5,43232	5747	3,75504	5747	2,04387	5747	1,74312	5747	1,61798	5747	1,93829	5747	4,76392	5747	5,08941	5747	2,38782	
